"sku","produto_id","motivo","evidencia"
"VTK025498","5fcc0144-894b-49c2-af54-49fcba8b23f3","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK013087","60d97190-d39d-421f-9584-1e9cc6645375","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATEGORY:ml-p0-phase6b/VTK013087/summary.json"
"VTK000949","61892476-b7df-47ab-8caa-57ddc5bc4a80","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_GTIN_MODEL_CONFLICT:ml-p0-phase6d/VTK000949/summary.json"
"VTK025827","620b3eaf-7716-4acb-9e78-800017f9ac4e","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK026050","6354cf87-3ea3-4249-ba88-43c6c56b26f9","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IDENTITY:ml-p0-phase6c/VTK026050/summary.json"
"VTK003134","6468d27d-6eb7-4550-a01b-4a599c16abc9","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_REQUIRED_ATTRIBUTE_EVIDENCE:ml-p0-phase6d/VTK003134/summary.json"
"VTK015947","64e57270-4980-4387-9a75-4a265003092b","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK002437","65140c10-3d26-4f38-a3e4-6e2c588034d1","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_REQUIRED_ATTRIBUTE:ml-p0-phase6d/VTK002437/summary.json"
"VTK017783","6529db06-96ae-4f36-873c-e673c801cdaa","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATEGORY:ml-p0-phase6c/VTK017783/summary.json"
"VTK025891","662e5d6e-58b7-4fbc-a2d3-d05508e66b1d","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK016009","68404b02-4e51-442c-bec6-c9aea166852d","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK018106","68880dd5-048c-47b3-985d-ecb732a46b06","EXCLUDED_BY_HISTORICAL_LEDGER","SOURCE_DEFERRED:ml-p0-phase6d/VTK018106/summary.json"
"VTK025344","69650a58-ae3c-4ef2-ac06-a752a5f16b1d","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK019952","6aadcd86-f85e-4608-9de5-1cb16f6bfacc","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6c/VTK019952/summary.json"
"VTK006444","6b0e33d9-3f8c-4d20-9ad6-69cec42f0292","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_REQUIRED_ATTRIBUTE:ml-p0-phase6d/VTK006444/summary.json"
"VTK025539","6b195c17-b55a-4904-9e66-e064c46fc1e4","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK017236","6b567a46-935d-4828-9e0c-3fe87355a5f1","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6a/VTK017236/summary.json"
"VTK000552","6caf1e64-3a88-4430-abb8-5a055f233c32","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IMAGE:ml-p0-phase6d/VTK000552/summary.json"
"VTK025888","70a724e6-9599-4f0b-8879-5918cc77700c","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK015983","70bc66e2-e975-4683-b5d5-c483dd16614b","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025917","719203c1-adf6-4655-acd4-ca0eacc49ba2","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK018517","78771007-6730-4434-ae9f-f8094ad3ac11","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6d/VTK018517/summary.json"
"VTK017898","78d60d02-7936-4e09-9279-ad8ec2833a35","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6c/VTK017898/summary.json"
"VTK025900","7b940b44-b0c6-4033-a7a8-2366f1efed0d","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025590","7e3cd383-ebd6-451a-bcd2-3d4b3abe32d0","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025603","801ac357-d55e-4872-828c-6cf2bbee0d16","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK001057","81eb4321-c34a-4746-8acf-7f89446e22ab","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IMAGE:ml-p0-phase6d/VTK001057/summary.json"
"VTK001643","82934b7c-0811-4afb-a37b-5400d8155b3a","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_GTIN_UNIT_CONFLICT:ml-p0-phase6d/VTK001643/summary.json"
"VTK001258","83721b7f-51ea-4795-92bb-610caa79bc10","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IMAGE:ml-p0-phase6d/VTK001258/summary.json"
"VTK018297","83b3b0f6-a434-4493-a180-1444c69381db","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATEGORY:ml-p0-phase6d/VTK018297/summary.json"
"VTK018587","83b49b10-7148-4d7f-b154-8082f4fae58e","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_GTIN_MODEL_CONFLICT:ml-p0-phase6d/VTK018587/summary.json"
"VTK018024","85bd6a53-e81c-426c-9450-ae424299e482","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_REQUIRED_ATTRIBUTE:ml-p0-phase6c/VTK018024/summary.json"
"VTK025577","85dec5dd-a6ef-41cd-8795-77e7bef6cacc","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK006457","86b23aea-1a3c-4c4c-a47a-13d04370c59f","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6d/VTK006457/summary.json"
"VTK025881","879a2448-c2e2-4e6f-af70-e20c386e7788","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025600","886045b6-ea4a-48ab-840a-050f7a522abe","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025899","8868a5bc-82a8-41eb-af7a-97c835d83ac1","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025602","8887c67e-a4b5-40d8-a89a-e2d38af89b8d","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025247","8b14c2ef-7fc5-4dd0-8278-f9fcd77eb276","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IMAGE:ml-p0-phase6d/VTK025247/summary.json"
"VTK026019","8e5830d2-0126-400e-83e5-116319748d50","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6d/VTK026019/summary.json"
"VTK017384","8e8e0eb5-3444-46b0-a0ef-5a5710893440","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_REQUIRED_ATTRIBUTE_EVIDENCE:ml-p0-phase6c/VTK017384/summary.json"
"VTK012235","8f654494-9099-4c7b-84d7-b82af20168fb","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_CATALOG_IDENTITY:ml-p0-phase6c/VTK012235/summary.json"
"VTK001063","91215b9f-aab9-485f-8aa2-b8d400cbd617","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IMAGE:ml-p0-phase6d/VTK001063/summary.json"
"VTK016237","92bf4a77-b94a-49df-b11f-bf5bacc229bc","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025339","939e89d2-a6fc-426a-9772-e27cf9f35943","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025739","94d74d47-6b15-4306-8e2a-cda23b0f39fe","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025571","95008f78-6aaa-46b6-9d89-c6dd96e07d0b","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK017636","9646acd3-c2c3-4e28-97f6-3cf5fa0d55ed","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_GTIN_UNIT_CONFLICT:ml-p0-phase6d/VTK017636/summary.json"
"VTK017666","965a501e-b56c-4afd-a0c2-5c4e0ebecab0","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_REQUIRED_ATTRIBUTE:ml-p0-phase6c/VTK017666/summary.json"
"VTK025576","98250d20-12a4-433c-9fbb-6be3a583d8c4","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025894","98ed508f-7ba5-4a93-8041-44b0b5c4b25d","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK012684","9ab96d14-0427-4247-9a4f-ec7d087fe5a1","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_GTIN_UNIT_CONFLICT:ml-p0-phase6d/VTK012684/summary.json"
"VTK001165","9ac90e1e-88d2-4e43-9dab-4db91c3bc203","EXCLUDED_BY_HISTORICAL_LEDGER","BLOCK_IMAGE:ml-p0-phase6d/VTK001165/summary.json"
"VTK026044","9c4837a9-c2e6-434c-a055-1ac89f9bb431","EXCLUDED_BY_HISTORICAL_LEDGER","MANUAL_GTIN:ml-p0-phase5a/summary.json"
"VTK025408","a13f4732-c68b-4d78-b17b-7b44d7219b22","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK025399","a37683da-e766-4669-a8cd-b2ad02dddbd2","EXCLUDED_NO_ACTIVE_PREFERRED_OFFER",""
"VTK017799","a409dfc4-18c0-431e-876e-b707ab358615","REMOTE_LINK_REVIEW","{""sku"":""VTK017799"",""state"":""BLOCK_DUPLICATE"",""source"":""phase3"",""item_ids"":[""MLB6655262764"",""MLB4582557495"",""MLB7210659020""]}"
