sku,pricing_group_id,product_id,product_name,ml_item_ids,origin_ml_item_id,title,current_price,current_profit,current_margin_pct,experimental_price,experimental_profit,experimental_margin_pct,target_margin_pct,supplier_cost,fee_amount,shipping_amount,tax_rate,visits_30d,visits_90d,visits_150d,sales_30d,sales_90d,sales_150d,stock,price_to_win,catalog_synchronized_pair,sync_confirmed
VTK018376,VTK018376|MLB27679084,dc9ab654-a53f-4415-9c79-c302399113f3,Moldura 2 Din Fiamon Gm Vectra Gt/ Meriva/ Corsa/ Montana Black,"[""MLB4971945165"",""MLB7285954282""]",MLB7285954282,Moldura Multimídia 2 Din Corsa 2002 A 2012 Hatch Sedan,67.59,18.01,26.6387,48.56,3.41,7.0125,7.000000000000001,20.9,7.28,12.95,0.082799,0,0,0,0,0,0,9,0,true,true
VTK012076,VTK012076|MLB19605921,a111b671-43dd-4882-b319-3c3b7bbad0fb,16 Pilhas Alcalinas Aa Philips,"[""MLB7111710088"",""MLB4880579793""]",MLB7111710088,16 Pilhas Alcalinas Aa Philips,67.35,17.79,26.4209,47.02,3.29,7.0055,7.000000000000001,26.3,6.58,6.95,0.082799,0,2,2,0,0,0,50,28.41,true,true
VTK012331,VTK012331|MLB7111714826,9a69895e-e38b-4a4a-98fb-1c8651f602a8,Tampa Metal Adaptador Xlr Para P10 Wireconex,"[""MLB7111714826""]",MLB7111714826,Tampa Metal Adaptador Xlr Para P10 Wireconex,22,5.8,26.3565,14.55,1.02,7.0242,7.000000000000001,5,1.67,5.65,0.082799,1,2,2,0,0,0,16,0,false,true
VTK018063,VTK018063|MLB36263019,ea2fe766-d9c3-46ad-b189-b2c90043d2ee,Controle Remoto Mxt 01340 Ar Condicionado Split Artcool Libero E+lg,"[""MLB4942182601"",""MLB7238972410""]",MLB7238972410,Controle Remoto Compatível Ar Condicionado LG Inverter Split Branco,66.55,17.45,26.2235,47.94,3.36,7.0092,7.000000000000001,19.99,7.67,12.95,0.082799,0,2,2,0,0,0,10,19.75,true,true
VTK018502,VTK018502|MLB4981360557,203acc55-b562-43c6-b837-06e93101fac7,"Conector Derivação Permak Taplink 1,50 A 2,50mm - Azul","[""MLB4981360557""]",MLB4981360557,Conector Derivação Permak Taplink 1 50 A 2 50mm - Azul,60.69,15.9,26.1999,43.23,3.03,7.0072,7.000000000000001,14.99,7.78,13.85,0.082799,1,1,1,0,0,0,7,0,false,true
VTK018264,VTK018264|MLB7332135346,c537a8c1-1670-4c2f-b23b-8f7660a7db81,Cinta Metálica Permak Para Auto Rádio Pioneer Nova 2007 Prata 130/h1,"[""MLB7332135346""]",MLB7332135346,Cinta Metálica Permak Para Auto Rádio Pioneer Nova 2007,63.15,16.44,26.0265,45.41,3.18,7.0037,7.000000000000001,16.9,7.72,13.85,0.082799,2,3,3,0,0,0,9,0,false,true
VTK017224,VTK017224|MLB65281622,0ee590bb-5657-480e-b748-166319acefe7,"Fita Dupla Face Vonder Espuma 19mmx10,0m","[""MLB5034096127"",""MLB7239023028""]",MLB7239023028,Fita Dupla Face Espuma 19mm X 10m Vonder Branco,64.62,16.78,25.9629,46.66,3.27,7.0032,7.000000000000001,17.38,7.7,14.45,0.082799,2,2,2,0,0,0,50,25.74,true,true
VTK004143,VTK004143|MLB4857635323,6efdef7b-73bd-467f-901b-b50ecebfa686,Chave Push-Button N/A CHVS0028 Preta Storm - PCT / 10,"[""MLB4857635323""]",MLB4857635323,Chave Push-button N/a Chvs0028 Preta Storm,68.56,17.75,25.8905,50.51,3.54,7.0115,7.000000000000001,23.27,6.57,12.95,0.082799,0,1,1,0,0,0,4,0,false,true
VTK002207,VTK002207|MLB23218281,18fd9268-f194-4383-8339-3f975e6fb1c7,"Cabo P2 Estéreo x 2 RCA Macho 1,8m Preto Storm - PCT / 10","[""MLB4880579833"",""MLB7111710058""]",MLB7111710058,"Cabo De Áudio P2 Para 2 Rca 1,8 Metros Caixa De Som, Celular",68.6,17.75,25.8775,50.55,3.54,7.0089,7.000000000000001,28,6.57,8.25,0.082799,0,0,0,0,0,0,9,17.14,true,true
VTK000016,VTK000016|MLB4937561455,225614c7-9cbf-47a8-b8e4-fb20c84b61bf,"Patch Cord U/UTP CAT.5e CMX 2,5m T568A Azul Furukawa Sohoplus","[""MLB4937561455""]",MLB4937561455,Patch Cord U/utp Cat.5e Cmx 2 5m T568a Azul Furukawa,64.42,16.64,25.8312,46.24,3.24,7.003,7.000000000000001,17.9,8.32,12.95,0.082799,3,5,5,0,0,0,50,0,false,true
VTK017346,VTK017346|MLB4994951319,3d84cbe7-9307-4887-9c99-52efe60e0ac9,"Cabo Optico Splitter Evus Opf-plc1x4-nc250 Plc 1x4 Nc 1,5m G657a1","[""MLB4994951319""]",MLB4994951319,Cabo Optico Splitter Evus Opf-plc1x4-nc250 Plc 1x4 Nc 1 5m,68.67,17.66,25.7176,49.69,3.48,7.0002,7.000000000000001,19.8,8.45,13.85,0.082799,3,3,3,0,0,0,50,0,false,true
VTK012309,VTK012309|MLB19546567,c3e94d23-6a91-4b1f-90dd-a79ae54c710c,Bateria Recarregável 9v Elgin Cartela Com 01 Unidade,"[""MLB7111649116"",""MLB7149333170""]",MLB7111649116,Bateria Recarregável 9v Elgin Cartela Com 01 Unidade,65.43,16.8,25.6798,46.31,3.24,7.001,7.000000000000001,25.9,6.48,6.85,0.082799,0,3,3,0,0,0,34,65.43,true,true
VTK000317,VTK000317|MLB7111652126,2564af41-32f7-42a3-a1d8-576c356d730d,Plug RCA Com Mola 6mm Niquel PGRC0026 Storm - PCT / 10,"[""MLB7111652126""]",MLB7111652126,Plug Rca Com Mola 6mm Niquel Pgrc0026 Storm,69.84,17.71,25.3553,51.97,3.64,7.0056,7.000000000000001,29.02,6.76,8.25,0.082799,1,5,5,0,0,0,11,0,false,true
VTK000462,VTK000462|MLB4981359145,9b0406aa-0e5a-4d61-b8b8-59a436652109,Cabo de Áudio Y 1 Fêmea X 2 Machos 20cm Azul Storm,"[""MLB4981359145""]",MLB4981359145,Cabo De Áudio Y 1 Fêmea X 2 Machos 20cm Azul Storm,62.63,15.82,25.2609,45.49,3.19,7.0021,7.000000000000001,16.5,8.19,13.85,0.082799,0,0,0,0,0,0,10,0,false,true
VTK001438,VTK001438|MLB21441961,696b528a-6bdd-40a1-b6ce-d52da6ff8451,Encordoamento Para Violão Aço .011 Série Cobra Giannini GEEFLK,"[""MLB4882855471"",""MLB4857635177""]",MLB4857635177,Encordoamento Violão Giannini Cobra Bronze 0.011 Alta Tensão,67.96,17.17,25.2613,51.02,3.58,7.0135,7.000000000000001,23.5,5.87,13.85,0.082799,0,0,0,0,0,0,13,24.42,true,true
VTK002225,VTK002225|MLB7111664056,4a72a87c-bc1c-4053-90cf-5c49566ae0b5,Plug P10 Mono Metal Com Mola Espaçada PGPZ0025 Preto Storm - PCT / 10,"[""MLB7111664056""]",MLB7111664056,Plug P10 Mono Metal Com Mola Espaçada Pgpz0025 Preto Storm,70.13,17.7,25.2337,52.31,3.67,7.013,7.000000000000001,29.26,6.8,8.25,0.082799,0,1,1,0,0,0,27,0,false,true
VTK012373,VTK012373|MLB4857635077,b5ed41ff-22a0-4ca1-8bd8-6b738765e248,Correia Ny 01 Sint Deus E Fiel Basso,"[""MLB4857635077""]",MLB4857635077,Correia Ny 01 Sint Deus E Fiel Basso,70.23,17.7,25.2009,52.78,3.7,7.0106,7.000000000000001,24.79,6.07,13.85,0.082799,0,0,0,0,0,0,17,0,false,true
VTK012529,VTK012529|MLB44377216,2c392d75-b623-4ade-9484-3f154b07d41f,Correia Ny 15 Bordo Nylon Basso,"[""MLB4880632409"",""MLB4857622071""]",MLB4857622071,Correia Basso De Náilon Para Violão E Guitarra Bordo Ny 15 Nylon Bordo,70.44,17.69,25.1094,53.02,3.71,7.0024,7.000000000000001,25.87,6.1,12.95,0.082799,0,0,0,0,0,0,4,45.12,true,true
VTK012548,VTK012548|MLB39188360,24859327-e67c-4ce2-9a45-2377e0d17199,Correia Ny 10 Marrom Nylon Basso,"[""MLB4880579543"",""MLB7111710862""]",MLB7111710862,Alça Correia Strap Basso Em Nylon Para Instrumento De Cordas Marrom,70.44,17.69,25.1094,53.02,3.71,7.0024,7.000000000000001,25.87,6.1,12.95,0.082799,0,0,0,0,0,0,4,41.27,true,true
VTK001408,VTK001408|MLB4857635189,1e07826f-5dc4-457e-bc58-6c0169f75d0f,Encordoamento Para Violão Aço .010 Série Cobra Giannini GEEFLE,"[""MLB4857635189""]",MLB4857635189,Encordoamento Para Violão Aço .010 Série Cobra Giannini,68.68,17.15,24.9638,51.84,3.64,7.0141,7.000000000000001,23.5,5.96,14.45,0.082799,0,0,0,0,0,0,50,0,false,true
VTK012810,VTK012810|MLB44380576,2b893c66-6838-43ae-a5fe-d7ddb36c7b1a,Correia Ny 13 Cinza Nylon Basso,"[""MLB4857634579"",""MLB4880591321""]",MLB4857634579,Correia Ny 13 Cinza Nylon Basso,71.74,17.65,24.6026,54.5,3.82,7.0091,7.000000000000001,26.95,6.27,12.95,0.082799,0,0,0,0,0,0,6,41.47,true,true
VTK000019,VTK000019|MLB66334588,2aace79e-bf0a-41ec-9502-dcd5243863d4,Encordoamento Para Viola Aço Leve Série Cobra Giannini GESVL,"[""MLB4880581499"",""MLB7111664762""]",MLB7111664762,Encordoamento Viola Caipira Giannini Cebolão Em Mi .010-.030,67.28,16.52,24.5572,51.15,3.58,7.0041,7.000000000000001,24.5,5.88,12.95,0.082799,0,0,0,0,0,0,50,30.48,true,true
VTK012115,VTK012115|MLB26003341,d626dd0e-5efb-493e-a276-30e49dfc8a55,Pilha Alcalina Aaa Com 16 Unidades Elgin,"[""MLB4857621823"",""MLB7330115638""]",MLB4857621823,Pilha Alcalina Aaa Com 16 Unidades Elgin,67.37,16.52,24.5213,50.68,3.55,7.0019,7.000000000000001,21.99,7.1,13.85,0.082799,0,1,1,0,0,0,50,17.36,true,true
VTK012098,VTK012098|MLB66065494,030ec2cd-c0dc-41ea-ad56-9b1cc6658e41,Pilha Recarregável AA 2500mAh Elgin Blister com 2 Unidades,"[""MLB7111710226"",""MLB7316881074""]",MLB7111710226,Pilha Recarregável Aa 2500 Mah Elgin,67.44,16.51,24.4876,50.77,3.56,7.0091,7.000000000000001,22.95,7.11,12.95,0.082799,0,0,0,0,0,0,36,39.51,true,true
VTK017592,VTK017592|MLB34493962,d78ca0ba-75a3-4802-9ebd-a6fbe4476a6d,Controle Remoto Mxt 1065 Para Ar-condicionado Universal Kt-1000,"[""MLB4966000715"",""MLB4971984035""]",MLB4966000715,Controle Remoto Mxt 1065 Para Ar-condicionado Universal,64.31,15.75,24.4839,47.95,3.36,7.0027,7.000000000000001,19.1,7.67,13.85,0.082799,0,1,1,0,0,0,44,25.12,true,true
VTK017162,VTK017162|MLB22546817,7bcea606-379c-495c-8d56-8f0b46cc6e5a,Multímetro Digital Dt-830b 2 Mega,"[""MLB4942205527"",""MLB4937549367""]",MLB4937549367,"Multimetro Digital Amarelo Volts, Amper E Ohmimetro Mxt Dt 830b",70.7,17.28,24.4372,52.5,3.68,7.0058,7.000000000000001,21.7,8.92,13.85,0.082799,0,1,1,0,0,0,50,22.64,true,true
VTK012657,VTK012657|MLB36208220,234a8841-5856-45ea-b3d4-7691b8c35456,Correia Ny 11 Whiskey Nylon Basso,"[""MLB4857622009"",""MLB7149405114""]",MLB4857622009,Correia Ny 11 Whiskey Nylon Basso,72.44,17.62,24.3256,55.3,3.87,7.0013,7.000000000000001,26.64,6.36,13.85,0.082799,0,1,1,0,0,0,14,40.74,true,true
VTK018385,VTK018385|MLB7332100906,f81b4271-4fe9-46a1-a208-9c85e4167364,Reparo Para Driver Shock Completo Kd-305 Keybass,"[""MLB7332100906""]",MLB7332100906,Reparo Para Driver Shock Completo Kd-305 Keybass,66.95,16.18,24.16,49.99,3.5,7.0066,7.000000000000001,20.9,8.5,12.95,0.082799,3,3,3,0,0,0,9,0,false,true
VTK001491,VTK001491|MLB23275555,e1e9ae8b-d2bb-4815-a235-22d81d162d48,Encordoamento Para Violão Aço Bronze 85/15 Série Cobra Giannini GEEWA,"[""MLB4981311011"",""MLB4987968089""]",MLB4981311011,Encordoamento Para Violão Aço Bronze 85/15 Série Cobra,68.24,16.48,24.1503,51.09,3.58,7.0071,7.000000000000001,21.9,8.43,12.95,0.082799,0,0,0,0,0,0,50,23.45,true,true
VTK012908,VTK012908|MLB21714902,d9f4b7a2-5aab-41a5-8342-b0f684f24883,Encordoamento Giannini P/guitarra Niquel 0.011 Geegst.11,"[""MLB4987964023"",""MLB7239018872""]",MLB7239018872,Encordoamento Guitarra Giannini Geegst.11 Nickel Round Wound,74.65,18,24.1149,55.93,3.92,7.0098,7.000000000000001,25.2,9.23,12.95,0.082799,0,0,0,0,0,0,11,0,true,true
VTK017239,VTK017239|MLB23048734,a8f6ad4b-3fae-43ea-8cb8-548632d56882,Filtro De Linha Com 6t Fl-61bk C3tech,"[""MLB7391077978"",""MLB7239021514""]",MLB7239021514,Régua 6 Tomadas Proteção Fusível Chave Led Filtro C3 Tech 127/220v,70.88,16.97,23.9362,53.29,3.73,7.0084,7.000000000000001,21.9,8.79,14.45,0.082799,1,1,1,0,0,0,27,30.45,true,true
VTK012680,VTK012680|MLB39282016,7ca622a7-c438-4a94-8b1e-ed83f5e52567,Correia Ny 01 Sint 100% Jesus Basso,"[""MLB7391077700"",""MLB4857622743""]",MLB4857622743,Correia Basso Ny 01 Sint 100 Jesus Preto,73.68,17.59,23.8683,56.71,3.97,7.0055,7.000000000000001,27.67,6.52,13.85,0.082799,0,0,0,0,0,0,12,35.68,true,true
VTK012620,VTK012620|MLB7111711526,5e4e7857-891b-4aec-a308-383241764ff7,Conector F Rosca Rg 59 Storm 100 Unidades,"[""MLB7111711526""]",MLB7111711526,Conector F Rosca Rg 59 Storm 100 Unidades,73.89,17.58,23.7871,56.6,3.97,7.0063,7.000000000000001,26.14,7.36,14.45,0.082799,0,2,2,0,0,0,5,0,false,true
VTK000275,VTK000275|MLB23666530,cc8af7ed-6b7e-44f6-88f3-e8113e723824,"Antena Digital com Cabo 2,5m VHF/UHF/FM/HDTV DTV-100 Aquário","[""MLB7238889146"",""MLB4942204851""]",MLB7238889146,"Antena Digital Aquário Dtv-100 Vhf Uhf Fm Hdtv 2,5m",73.53,17.46,23.7405,55.09,3.86,7.0111,7.000000000000001,22.9,9.92,13.85,0.082799,1,1,1,0,0,0,50,22.4,true,true
VTK017819,VTK017819|MLB4981461981,1a4468b9-0d4e-4635-ba58-17fcd661e9e1,Sirene De Ré Fks 12/24v,"[""MLB4981461981""]",MLB4981461981,Sirene De Ré Fks 12/24v,66.14,15.67,23.692,49.84,3.49,7.0034,7.000000000000001,19.9,8.47,13.85,0.082799,2,2,2,0,0,0,23,0,false,true
VTK000008,VTK000008|MLB7111664504,10ad3022-dbb7-41f7-b734-02b39bf798b5,Plug P10 Mono Profissional Com Mola Genérico Storm - DEZ / 10,"[""MLB7111664504""]",MLB7111664504,Plug P10 Mono Profissional Com Mola Genérico Storm - Dez,74.17,17.57,23.6844,56.92,3.99,7.0054,7.000000000000001,32.57,7.4,8.25,0.082799,0,2,2,0,0,0,6,0,false,true
VTK012153,VTK012153|MLB22707352,bdc5fb53-ef59-4310-a8c0-3155cb280b2d,Cabos Para Instrumentos P10 P10 3 Metros Gte-03 Kng Wireconex,"[""MLB7111664722"",""MLB7330398336""]",MLB7111664722,Cabos Para Instrumentos P10 P10 3 Metros Gte-03 Kng,74.33,17.56,23.6279,57.1,4,7.0038,7.000000000000001,28,7.42,12.95,0.082799,0,0,0,0,0,0,90,45.87,true,true
VTK017347,VTK017347|MLB28470439,748ef8dc-e186-42ef-b716-45e8c3440915,"Cabo Optico Splitter Evus Opf-plc1x16-nc250 Plc 1x16 Nc 1,5m G657a1","[""MLB7314819908"",""MLB7311573318""]",MLB7311573318,"Splitter Óptico Plc Evus 1x16 Com Cabo De 1,5m",73.86,17.44,23.6099,55.75,3.91,7.0071,7.000000000000001,23.9,9.48,13.85,0.082799,1,1,1,0,0,0,50,73.86,true,true
VTK018384,VTK018384|MLB22770488,f541dcdc-ae72-4d38-bcd2-53f142f57430,Calculadora Cientifica Procalc Sc82p 10+2 Dígitos 240 Funções,"[""MLB4942204541"",""MLB7239001698""]",MLB7239001698,Calculadora Científica Procalc Sc82p 12 Dígitos 240 Funções 2 Linhas Preto,73.13,17.17,23.4766,55.47,3.88,7.003,7.000000000000001,23.99,9.15,13.85,0.082799,1,2,2,0,0,0,5,27.42,true,true
VTK017350,VTK017350|MLB7331797296,70c3da04-51b7-49dd-ae62-3ef05f80c313,Base Para Notebook Evus Bpn-01,"[""MLB7331797296""]",MLB7331797296,Base Para Notebook Evus Bpn-01,69.29,16.13,23.2799,52.39,3.67,7.0089,7.000000000000001,19.9,9.43,15.05,0.082799,4,4,4,0,0,0,50,0,false,true
VTK012430,VTK012430|MLB7111650940,10c3d501-a980-42bb-87c3-b70eea35f160,Kit 10 Conectores P10 Mono Femea Painel Ts Wc 344 Wireconex,"[""MLB7111650940""]",MLB7111650940,Kit 10 Conectores P10 Mono Femea Painel Ts Wc 344 Wireconex,75.79,17.51,23.1059,58.78,4.12,7.012,7.000000000000001,34,7.64,8.15,0.082799,2,2,2,0,0,0,24,0,false,true
VTK003286,VTK003286|MLB7111664044,e528a3d6-60f4-4346-9857-9f68190db850,Plug P10 Com Mola Mono Gold PGPZ0046 Storm - PCT / 10,"[""MLB7111664044""]",MLB7111664044,Plug P10 Com Mola Mono Gold Pgpz0046 Storm,76.13,17.5,22.9865,59.17,4.15,7.0115,7.000000000000001,34.18,7.69,8.25,0.082799,0,0,0,0,0,0,10,0,false,true
VTK017342,VTK017342|MLB7331797086,e2e56820-d0cb-46c5-9899-e812d2c68907,"Cabo óptico Splitter Evus Opf-plc1x2-nc250 Plc 1x2 Nc 1,5m G657a1","[""MLB7331797086""]",MLB7331797086,Cabo Óptico Splitter Evus Opf-plc1x2-nc250 Plc 1x2 Nc 1 5m,71.32,16.35,22.9254,54.55,3.82,7.0024,7.000000000000001,23.99,9.27,12.95,0.082799,1,1,1,0,0,0,50,0,false,true
VTK012169,VTK012169|MLB23198670,918c975a-9401-4f75-8a70-6a7daabd5c1d,Pilha Zinco Aa Tubo 40 Unidades Elgin R06p,"[""MLB7316880226"",""MLB7111652398""]",MLB7111652398,Kit Pilha De Zinco Aa Comum Caixa Com 40 Unidades Elgin,72.2,16.31,22.5954,56.28,3.94,7.0023,7.000000000000001,25.95,7.88,13.85,0.082799,2,2,2,0,0,0,31,20.87,true,true
VTK009830,VTK009830|MLB4800980893,d198e91c-6715-4073-8eba-b9a2e3a997ce,Violão Eletroacústico Apxt2 Drb Dark Red Burst Com Bag Yamaha,"[""MLB4800980893""]",MLB4800980893,Violão Eletroacústico Apxt2 Drb Dark Red Burst Com Bag Yamah Bordô Destro Rosewood,3064.09,689.72,22.5098,2681.98,402.3,15,15,1564.34,442.53,50.75,0.082799,0,3,3,0,0,0,1,0,false,true
VTK005799,VTK005799|MLB7111708294,fd05e34e-e9cc-4c72-b7f5-081bc80f4d10,Cabo Display Port 1.4v 3m Storm,"[""MLB7111708294""]",MLB7111708294,Cabo Display Port 1.4v 3m Storm,77.83,17.45,22.4179,61.1,4.28,7.0016,7.000000000000001,35.67,7.94,8.15,0.082799,1,2,2,0,0,0,10,0,false,true
VTK017317,VTK017317|MLB4981496075,fc4aa25f-81b8-40c9-8e1a-d2cac8343222,Mouse Pad Evus Mp-500b Pan,"[""MLB4981496075""]",MLB4981496075,Mouse Pad Evus Mp-500b Pan,73.26,16.27,22.2049,56.57,3.96,7.0063,7.000000000000001,23.89,10.18,13.85,0.082799,0,0,0,0,0,0,50,0,false,true
VTK003160,VTK003160|MLB7111709792,9f16521d-dc93-4873-979d-a7ad71501265,Plug RCA Metal Com Anel Preto PGRC0028 Storm - PCT / 10,"[""MLB7111709792""]",MLB7111709792,Plug Rca Metal Com Anel Preto Pgrc0028 Storm,78.76,17.42,22.1178,62.16,4.35,7.002,7.000000000000001,36.33,8.08,8.25,0.082799,2,4,4,0,0,0,20,0,false,true
VTK002189,VTK002189|MLB7111707350,e7b399d2-739b-4510-bb61-18b35de90fe3,Conector Speakon de Linha Macho 4 Pólos PGSP0002 Preto/Azul Storm - PCT / 10,"[""MLB7111707350""]",MLB7111707350,Conector Speakon De Linha Macho 4 Pólos Pgsp0002 Preto/azul,78.79,17.41,22.1012,62.21,4.36,7.0114,7.000000000000001,36.36,8.09,8.25,0.082799,1,1,1,0,0,0,14,0,false,true
VTK023354,VTK023354|MLB39642690,4a5a1575-a471-4470-9a4b-e8b834edc73b,"Alicate De Corte Diagonal Hikari Hk-701 21a-701 6""","[""MLB7332781300"",""MLB5005540513""]",MLB7332781300,Alicate De Corte Diagonal Hikari Hk-701 21a-701 6 ,70.49,15.52,22.0176,54.86,3.84,7.0023,7.000000000000001,22.7,9.33,14.45,0.082799,1,1,1,0,0,0,36,34.14,true,true
VTK012535,VTK012535|MLB62818650,7ac3650d-1637-419f-b4b3-de28ab847697,Conector Spk Femea Painel 4 P Wc 1604 Fp Bk Pbk Wireconex 04 Unidades,"[""MLB4857622923"",""MLB7313979402""]",MLB4857622923,Conector Spk Femea Painel 4 P Wc 1604 Fp Bk Pbk Wireconex,77.08,16.87,21.8908,59.88,4.19,7.0033,7.000000000000001,27,10.78,12.95,0.082799,1,2,2,0,0,0,37,38.54,true,true
VTK012085,VTK012085|MLB47703265,166520ff-931c-401a-b3c7-fe21bb7090cc,Pilha Alcalina Aaa Tubo Com 24 Unidades Elgin (82348),"[""MLB7111651766"",""MLB4988012017""]",MLB7111651766,Pilha Alcalina Aaa Tubo Com 24 Unidades Elgin (82348),75.3,16.37,21.744,59.61,4.18,7.0105,7.000000000000001,33.9,8.35,8.25,0.082799,0,3,3,0,0,0,9,8,true,true
VTK018828,VTK018828|MLB7332789378,6402c25d-e7cd-4c19-8a5f-516193abda74,"Conector Derivação Permak Taplink 2,50 A 6,00mm Com 25 Unidades - Amarelo","[""MLB7332789378""]",MLB7332789378,Conector Derivação Permak Taplink 2 50 A 6 00mm Com 25,69.73,15.06,21.5905,54.49,3.82,7.0106,7.000000000000001,23.4,9.81,12.95,0.082799,0,0,0,0,0,0,5,0,false,true
VTK018874,VTK018874|MLB7332777004,14432b65-d259-4231-be60-04113a28dc7a,Reparo Jbl Rpd450 Trio Para Driver D450 Trio,"[""MLB7332777004""]",MLB7332777004,Reparo Jbl Rpd450 Trio Para Driver D450 Trio,461.91,99.63,21.5687,381.82,38.18,10.0002,10,231.5,57.27,23.25,0.082799,0,0,0,0,0,0,4,0,false,true
VTK018282,VTK018282|MLB7331798958,9dac9fbd-1c62-4ec9-a73e-ff108cb9672e,Conector Fast Crimp Transcend Sc/ Upc - PC / 10,"[""MLB7331798958""]",MLB7331798958,Conector Fast Crimp Transcend Sc/ Upc - Pc / 10,379.33,81.69,21.536,310.66,31.07,10.0009,10,174.7,55.92,23.25,0.082799,0,0,0,0,0,0,10,0,false,true
VTK018421,VTK018421|MLB7332787672,2e7ae865-bea3-4a1c-be1d-a3885f1a2df9,Kit Lâmpada Xenon Golden Cabo Hb-5 8000k Hid,"[""MLB7332787672""]",MLB7332787672,Kit Lâmpada Xenon Golden Cabo Hb-5 8000k Hid,421.89,90.84,21.5309,346.73,34.68,10.0012,10,199.95,58.94,24.45,0.082799,1,2,2,0,0,0,8,0,false,true
VTK017892,VTK017892|MLB7332096712,ad99cb22-469a-4a13-9847-dc86061cbba5,Conector Fast Crimp Transcend Sc/ Apc - PC / 10,"[""MLB7332096712""]",MLB7332096712,Conector Fast Crimp Transcend Sc/ Apc - Pc / 10,346.06,74.47,21.5182,283.51,28.35,10.001,10,159,51.03,21.65,0.082799,2,2,2,0,0,0,20,0,false,true
VTK013012,VTK013012|MLB27121200,0ca07527-d2fd-4059-bb42-1e17fc7b9e8a,Carregador Scb Philips (01 Carregador E 04 Un Pilhas Aa),"[""MLB7330395094"",""MLB7227857914""]",MLB7227857914,Carregador C/ 4 Pilhas Philips Recarregaveis Aa 2450mah,338.31,72.78,21.5135,277.19,27.72,10.0021,10,153.37,49.89,23.25,0.082799,1,2,2,0,0,0,9,0,true,true
VTK012035,VTK012035|MLB7145207436,480e76d0-22bc-45a3-b407-a2e2584361a4,Bateria Cr2032 Botão Panasonic 10 Cartelas Com 05 Baterias Por Cartela,"[""MLB7145207436""]",MLB7145207436,Bateria Cr2032 Botao Panasonic 10 Cartelas 5 Baterias,324.82,69.75,21.4741,268.96,26.9,10.0001,10,155,40.34,24.45,0.082799,0,0,0,0,0,0,100,0,false,true
VTK000086,VTK000086|MLB15233409,e9b93c20-aada-4795-95d3-353d04dc19ac,"Suporte Fixo TV 32""- 65"" STPF66 Multivisão","[""MLB7111709552"",""MLB7149327760""]",MLB7111709552,Suporte Fixo Tv 32 - 65  Stpf66 Multivisão,75.36,16.17,21.4616,60.17,4.22,7.0066,7.000000000000001,34.5,7.82,8.65,0.082799,0,1,1,0,0,0,10,10.59,true,true
VTK019104,VTK019104|MLB38739305,60e548fa-6043-48bd-bb98-1a16fd75e09c,Extensor De Controle Remoto Proeletronic Pqec-8020 G2,"[""MLB5005542765"",""MLB7332777862""]",MLB7332777862,Extensor De Controle Remoto Proeletronic Pqec-8020 G2,198.75,42.57,21.4182,155.81,10.91,7.0042,7.000000000000001,84.9,28.05,19.05,0.082799,2,2,2,0,0,0,3,0,true,true
VTK018388,VTK018388|MLB4995166689,188de9f1-b776-4c71-ac01-956b8cdbf07c,Botoeira Citrox Inox Cube Na/ Nf Cx-4508,"[""MLB4995166689""]",MLB4995166689,Botoeira Citrox Inox Cube Modelo Cx 4508,191.7,41.04,21.4082,152.65,10.69,7.0028,7.000000000000001,88.9,21.37,19.05,0.082799,0,0,0,0,0,0,9,0,false,true
VTK017298,VTK017298|MLB7331728364,43cd967c-73bf-47bc-bde4-f1aa20ed31d6,Caixa De Atendimento óptico Evus Opf-ctoi-bas3-dh5 1x16 Ftth (cto Inteligente),"[""MLB7331728364""]",MLB7331728364,Caixa De Atendimento Óptico Evus Opf-ctoi-bas3-dh5 1x16,193.91,41.52,21.4102,154.68,10.83,7.0021,7.000000000000001,87.91,20.88,22.25,0.082799,5,5,5,0,0,0,50,0,false,true
VTK017367,VTK017367|MLB7331728968,27eee150-2fbe-41ae-8d63-6b75ccc052ac,Patch Panel Evus Cat5e 24 Portas Ev-pp-5e-24,"[""MLB7331728968""]",MLB7331728968,Patch Panel Evus Cat5e 24 Portas Ev-pp-5e-24,274.54,58.73,21.3929,226.95,22.7,10.0008,10,119.9,36.31,29.25,0.082799,1,1,1,0,0,0,50,0,false,true
VTK017933,VTK017933|MLB7432502048,6aad7bc9-9c00-4597-86de-37c6ddde778e,Botão De Pânico Ipec Nf,"[""MLB7432502048""]",MLB7432502048,Botão De Panico Para Acionamento De Alarme - Ipec,51,10.86,21.2985,39.27,2.75,7.009,7.000000000000001,21.9,4.52,6.85,0.082799,0,0,0,0,0,0,19,24.7,false,true
VTK012253,VTK012253|MLB24157301,1025dd92-e4fa-49a8-a257-f4b30810e2e7,Bateria Cr1632 Cartela Com 05 Unidades Panasonic,"[""MLB7111663188"",""MLB4898611575""]",MLB7111663188,Bateria Cr1632 Cartela Com 05 Unidades Panasonic,77.04,16.34,21.204,61.57,4.31,7.0038,7.000000000000001,35.39,8.62,8.15,0.082799,0,2,2,0,0,0,51,35.51,true,true
