ml_item_id,sku,status,pricing_group_id,preco_remoto,ultima_origem_registrada,regra_historica,preco_evento,instante_evento,coincide_com_evento,acao
MLB7149405744,VTK000460,active,ml:MLB4857498113:MLB7149405744,159.22,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405662,VTK002161,active,ml:MLB4857530795:MLB7149405662,238.93,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405578,VTK012567,active,ml:MLB4857539681:MLB7149405578,1270,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405566,VTK005337,active,ml:MLB4857539695:MLB7149405566,1333,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405526,VTK012692,active,ml:MLB4857540467:MLB7149405526,754.13,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405486,VTK012483,active,ml:MLB4857540575:MLB7149405486,493,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405472,VTK012188,active,ml:MLB4857540599:MLB7149405472,450,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405422,VTK012230,active,ml:MLB4857540761:MLB7149405422,330,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405318,VTK005123,active,ml:MLB4857541829:MLB7149405318,137,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405296,VTK012491,active,,131.83,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149405220,VTK012427,active,ml:MLB4857542345:MLB7149405220,115,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149375942,VTK001795,active,ml:MLB4857485057:MLB7149375942,321.94,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149375624,VTK000559,active,ml:MLB4857485781:MLB7149375624,369.07,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149375288,VTK002739,active,ml:MLB4857498057:MLB7149375288,235.13,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149375074,VTK002570,active,ml:MLB4857531013:MLB7149375074,175.82,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149375060,VTK005751,active,ml:MLB4857539619:MLB7149375060,1861.57,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374986,VTK012675,active,ml:MLB4857540431:MLB7149374986,870,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374888,VTK012629,active,ml:MLB4857540749:MLB7149374888,335.78,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374830,VTK012225,active,ml:MLB4857541533:MLB7149374830,179,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374810,VTK012488,active,ml:MLB4857541723:MLB7149374810,277,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374780,VTK012179,active,ml:MLB4857541771:MLB7149374780,153,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374706,VTK012191,active,ml:MLB4857542103:MLB7149374706,138.65,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374692,VTK012679,active,,126.42,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149374674,VTK012799,active,ml:MLB4857542295:MLB7149374674,115,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149370284,VTK003168,active,ml:MLB4857662657:MLB7149370284,1690,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149370270,VTK002666,active,ml:MLB4857662681:MLB7149370270,1293,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368866,VTK012695,active,ml:MLB7111643134:MLB7149368866,1217.42,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368708,VTK012794,active,ml:MLB7111643250:MLB7149368708,719.18,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368648,VTK012667,active,ml:MLB7111643402:MLB7149368648,472.15,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368602,VTK012793,active,ml:MLB7111643452:MLB7149368602,360,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368460,VTK012490,active,ml:MLB7111643630:MLB7149368460,283,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368280,VTK003036,active,ml:MLB7111644596:MLB7149368280,154,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368238,VTK004398,active,ml:MLB7111644672:MLB7149368238,138,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368196,VTK012681,active,ml:MLB7111644690:MLB7149368196,160.88,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149368086,VTK012458,active,ml:MLB7111644822:MLB7149368086,127,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149367956,VTK012387,active,ml:MLB7111645100:MLB7149367956,115.13,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149366208,VTK012634,active,ml:MLB7111655774:MLB7149366208,599,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149338566,VTK002137,active,ml:MLB4857631279:MLB7149338566,990,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149337100,VTK002784,active,ml:MLB4857643697:MLB7149337100,1016.27,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149337058,VTK006284,active,ml:MLB4857644799:MLB7149337058,2690,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149334848,VTK001202,active,ml:MLB7111548480:MLB7149334848,189,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149334650,VTK012514,active,ml:MLB7111643206:MLB7149334650,775,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149334612,VTK012758,active,ml:MLB7111643238:MLB7149334612,757.02,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149334130,VTK012698,active,ml:MLB7111644490:MLB7149334130,179,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149332866,VTK012127,active,ml:MLB7111649646:MLB7149332866,237.56,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149332208,VTK004555,active,ml:MLB7111654740:MLB7149332208,2570,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149332082,VTK006461,active,ml:MLB7111655668:MLB7149332082,1290,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149332050,VTK012376,active,ml:MLB7111655726:MLB7149332050,769.12,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149331966,VTK012705,active,ml:MLB7111655796:MLB7149331966,577,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149331936,VTK012385,active,ml:MLB7111655810:MLB7149331936,593,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149330676,VTK012322,active,ml:MLB7111655860:MLB7149330676,536.07,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149330638,VTK012349,active,ml:MLB7111655888:MLB7149330638,497.06,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149330130,VTK002096,active,ml:MLB7111657038:MLB7149330130,181,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149330064,VTK004355,active,ml:MLB7111657164:MLB7149330064,183.82,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149329858,VTK012370,active,ml:MLB7111657656:MLB7149329858,117,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149328206,VTK012137,active,ml:MLB7111707254:MLB7149328206,242.78,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4881438235,VTK000945,active,ml:MLB4881438235:MLB7087127710,1226.88,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4881370433,VTK012517,active,ml:MLB4877417287:MLB4881370433,179,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880634443,VTK012570,active,ml:MLB4857541859:MLB4880634443,149,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880633027,VTK002143,active,ml:MLB4857530901:MLB4880633027,172.55,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632951,VTK012635,active,ml:MLB4857539771:MLB4880632951,1317.81,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632867,VTK012768,active,ml:MLB4857540513:MLB4880632867,577,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632743,VTK012554,active,ml:MLB4857541327:MLB4880632743,229.22,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632729,VTK012666,active,,173.14,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632635,VTK012697,active,ml:MLB4857541893:MLB4880632635,167,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632609,VTK012226,active,ml:MLB4857542039:MLB4880632609,142.88,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632595,VTK005540,active,,127.59,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880632563,VTK012293,active,ml:MLB4857542315:MLB4880632563,109,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880589981,VTK004036,active,ml:MLB4857643649:MLB4880589981,997,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880588901,VTK003567,active,ml:MLB4857662781:MLB4880588901,1047.34,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880588449,VTK002203,active,ml:MLB4880588449:MLB7111547894,406.28,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587765,VTK005754,active,ml:MLB4880587765:MLB7111642316,1690,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587713,VTK012577,active,ml:MLB4880587713:MLB7111643100,1190,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587575,VTK012358,active,ml:MLB4880587575:MLB7111643244,679,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587351,VTK012539,active,ml:MLB4880587351:MLB7111643544,299,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587309,VTK012678,active,ml:MLB4880587309:MLB7111643548,326.72,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587229,VTK012257,active,ml:MLB4880587229:MLB7111644248,213,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587199,VTK012673,active,,178.8,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880587163,VTK012625,active,ml:MLB4880587163:MLB7111644336,189.17,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880586993,VTK002522,active,ml:MLB4880586993:MLB7111644708,137,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880586945,VTK012487,active,ml:MLB4880586945:MLB7111644776,144.42,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880586833,VTK004149,active,ml:MLB4880586833:MLB7111645070,113,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880585171,VTK012785,active,ml:MLB4880585171:MLB7111655568,1166,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880585127,VTK012578,active,ml:MLB4880585127:MLB7111655642,1170,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880583621,VTK001646,active,ml:MLB4880583621:MLB7111656028,335.44,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880583557,VTK000053,active,ml:MLB4880583557:MLB7111656118,308.75,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880583365,VTK012057,active,ml:MLB4880583365:MLB7111656714,224.9,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880583319,VTK012665,active,ml:MLB4880583319:MLB7111656732,229,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880583191,VTK012648,active,ml:MLB4880583191:MLB7111656988,184,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880583089,VTK012121,active,ml:MLB4880583089:MLB7111657114,164.45,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880582965,VTK012280,active,,134.32,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880582935,VTK012534,active,ml:MLB4880582935:MLB7111657472,129,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880582905,VTK012405,active,ml:MLB4880582905:MLB7111657482,122,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565877,VTK012348,active,ml:MLB4880565877:MLB7111655982,372.71,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565805,VTK012796,active,ml:MLB4880565805:MLB7111656054,333.38,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565711,VTK012138,active,ml:MLB4880565711:MLB7111656152,298.92,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565683,VTK012122,active,ml:MLB4880565683:MLB7111656164,289,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565639,VTK012537,active,ml:MLB4880565639:MLB7111656224,257,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565609,VTK003965,active,ml:MLB4880565609:MLB7111656322,262.81,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565453,VTK012212,active,ml:MLB4880565453:MLB7111656796,211.98,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565223,VTK012689,active,ml:MLB4880565223:MLB7111657184,208.94,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880565187,VTK012214,active,ml:MLB4880565187:MLB7111657444,126,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880564709,VTK012117,active,ml:MLB4880564709:MLB7111661162,265.02,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880560607,VTK012141,active,ml:MLB4880560607:MLB7111714590,28.32,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880559755,VTK000763,active,ml:MLB4880559755:MLB7096954924,379.16,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880559183,VTK000550,active,ml:MLB4842011317:MLB4880559183,95,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4880525767,VTK001131,active,,169.17,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4836087657,VTK000048,active,ml:MLB4836087657:MLB7330117036,160,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4842175303,VTK001696,active,ml:MLB4842175303:MLB5131491783,121,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7149337698,VTK000213,active,,34.08,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4857637265,VTK000213,active,,34.08,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7151451832,VTK003175,active,,63.03,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7151451750,VTK012020,active,ml:MLB7111644912:MLB7151451750,136.94,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7151451600,VTK012247,active,ml:MLB7111657378:MLB7151451600,134,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4882821681,VTK012457,active,ml:MLB4857541793:MLB4882821681,150,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4882821579,VTK012659,active,ml:MLB4882821579:MLB7111655720,777.87,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4881447335,VTK000232,active,ml:MLB4801083479:MLB4881447335,176.22,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4857623415,VTK012496,active,item:MLB4857623415,44,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7158598032,VTK012586,active,ml:MLB7111644430:MLB7158598032,183.62,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7157761186,VTK012364,active,ml:MLB4857539675:MLB7157761186,1290,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7157760908,VTK003197,active,ml:MLB4857662833:MLB7157760908,645.81,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169886964,VTK016183,active,item:MLB7169886964,570.42,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169885074,VTK016101,active,item:MLB7169885074,180.46,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169884134,VTK016081,active,item:MLB7169884134,155.19,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169883830,VTK015932,active,item:MLB7169883830,143.33,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169866316,VTK016164,active,item:MLB7169866316,254.01,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169866140,VTK016044,active,item:MLB7169866140,234.05,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7169864988,VTK016041,active,item:MLB7169864988,170.94,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894918943,VTK016180,active,item:MLB4894918943,379.41,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894918741,VTK016184,active,ml:MLB4894918741:MLB7381239818,275.22,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894918615,VTK016251,active,item:MLB4894918615,252.94,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894914663,VTK016181,active,item:MLB4894914663,404.53,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894913453,VTK016148,active,item:MLB4894913453,229.54,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894913207,VTK016117,active,item:MLB4894913207,205.86,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894912759,VTK016042,active,item:MLB4894912759,170.94,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4894911549,VTK016045,active,item:MLB4894911549,140.96,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7176569872,VTK012827,active,ml:MLB7111655842:MLB7176569872,486.88,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7173718782,VTK001145,active,ml:MLB7087153380:MLB7173718782,1317,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB4898613395,VTK003908,active,ml:MLB4857540717:MLB4898613395,371.31,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7111661768,VTK000411,active,ml:MLB7111661768:MLB7314819544,105,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184805186,VTK016108,active,item:MLB7184805186,1496.17,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184804918,VTK016032,active,item:MLB7184804918,1112.22,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184804582,VTK016066,active,item:MLB7184804582,1009.22,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184804506,VTK016179,active,item:MLB7184804506,1011.38,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184804174,VTK016147,active,item:MLB7184804174,814.25,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184804052,VTK016029,active,ml:MLB7184804052:MLB7381238898,891.12,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184803760,VTK015992,active,item:MLB7184803760,764.96,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184803642,VTK016025,active,item:MLB7184803642,853.26,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184764062,VTK016149,active,item:MLB7184764062,229.54,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184763768,VTK016095,active,item:MLB7184763768,226.52,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184763606,VTK016127,active,item:MLB7184763606,223.38,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184763152,VTK016126,active,ml:MLB7184763152:MLB7210718042,215.69,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184762956,VTK016206,active,ml:MLB7184762956:MLB7313984018,212.09,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184762680,VTK015927,active,item:MLB7184762680,211.31,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184762346,VTK016168,active,item:MLB7184762346,226.06,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184761854,VTK015941,active,item:MLB7184761854,202.5,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184761696,VTK016124,active,item:MLB7184761696,196.14,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184761510,VTK016167,active,item:MLB7184761510,193.56,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184760484,VTK016088,active,item:MLB7184760484,180.24,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184760132,VTK016151,active,item:MLB7184760132,176.31,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184759676,VTK016106,active,item:MLB7184759676,170.12,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184759522,VTK016123,active,item:MLB7184759522,171.39,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184759204,VTK016087,active,item:MLB7184759204,170.09,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184758946,VTK016228,active,item:MLB7184758946,169.31,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184758740,VTK016103,active,item:MLB7184758740,168.84,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184758526,VTK016121,active,item:MLB7184758526,164.86,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184758404,VTK016037,active,item:MLB7184758404,163.44,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184757542,VTK016075,active,ml:MLB7184757542:MLB7210659168,158.44,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
MLB7184755920,VTK016105,active,item:MLB7184755920,155.06,,,,,False,AUTORIA_NAO_COMPROVADA_NAO_INFERIR_CUSTOM_PRICE
