ml_item_id,sku,status,pricing_group_id,preco_unitario,acao,faixas_json,observado_em
MLB7111708318,VTK012549,active,,64.77,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""12"", ""type"": ""standard"", ""amount"": 78.61, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:59:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 77.8, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:59:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""14"", ""type"": ""standard"", ""amount"": 76.99, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:59:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:42.842Z
MLB7111651752,VTK012140,active,,59.61,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""23"", ""type"": ""standard"", ""amount"": 66.76, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:08:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""24"", ""type"": ""standard"", ""amount"": 66.07, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:08:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""25"", ""type"": ""standard"", ""amount"": 65.38, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:08:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:42.841Z
MLB7111708684,VTK012393,active,ml:MLB7111708684:MLB7149327814,66,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 84.87, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:05Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 83.99, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:05Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 83.12, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:05Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:42.838Z
MLB7111708776,VTK012190,active,ml:MLB4981702339:MLB7111708776,62.39,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""8"", ""type"": ""standard"", ""amount"": 60.52, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-02T17:54:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 59.89, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-02T17:54:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""10"", ""type"": ""standard"", ""amount"": 59.27, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-02T17:54:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.005Z
MLB7111663188,VTK012253,active,,61.57,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""11"", ""type"": ""standard"", ""amount"": 58.2, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T13:12:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""12"", ""type"": ""standard"", ""amount"": 57.6, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T13:12:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 57, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T13:12:45Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.001Z
MLB7111709734,VTK012508,active,ml:MLB7111709734:MLB7149327682,57,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 83.63, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:11Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 82.77, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:11Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 81.91, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:11Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.006Z
MLB7111649194,VTK012255,active,ml:MLB4880586103:MLB7111649194,73.96,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""7"", ""type"": ""standard"", ""amount"": 71.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:07:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""8"", ""type"": ""standard"", ""amount"": 71, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:07:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 70.26, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:07:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.000Z
MLB7111651982,VTK012003,active,ml:MLB7111651982:MLB7149366656,54.5,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""5"", ""type"": ""standard"", ""amount"": 52.87, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:08:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""6"", ""type"": ""standard"", ""amount"": 52.32, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:08:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""7"", ""type"": ""standard"", ""amount"": 51.78, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T12:08:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.161Z
MLB6978727784,VTK009675,active,ml:MLB4773127139:MLB6978727784,58.14,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""34"", ""type"": ""standard"", ""amount"": 56.4, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-03T12:30:07Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""35"", ""type"": ""standard"", ""amount"": 55.81, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-03T12:30:07Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""36"", ""type"": ""standard"", ""amount"": 55.23, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-03T12:30:07Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.170Z
MLB7149327914,VTK012312,active,ml:MLB7111708204:MLB7149327914,59,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""7"", ""type"": ""standard"", ""amount"": 57.23, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T03:05:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""8"", ""type"": ""standard"", ""amount"": 56.64, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T03:05:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 56.05, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T03:05:59Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.333Z
MLB7149328288,VTK001725,active,ml:MLB7111706900:MLB7149328288,78.9,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""11"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:15:55Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""12"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:15:55Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:15:55Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.340Z
MLB7111662560,VTK012194,active,ml:MLB7111662560:MLB7330399274,62,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""11"", ""type"": ""standard"", ""amount"": 60.14, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T02:56:13Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""12"", ""type"": ""standard"", ""amount"": 59.52, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T02:56:13Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 58.9, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T02:56:13Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.330Z
MLB7111661794,VTK001809,active,,85.07,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""19"", ""type"": ""standard"", ""amount"": 89.2, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T15:03:23Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 88.28, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T15:03:23Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""21"", ""type"": ""standard"", ""amount"": 87.36, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T15:03:23Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.525Z
MLB7111663174,VTK001541,active,ml:MLB7111663174:MLB7149328918,51,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 84.52, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:30:03Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 83.64, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:30:03Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 82.77, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:30:03Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.523Z
MLB4880563055,VTK012498,active,ml:MLB4880563055:MLB7111708240,59,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""7"", ""type"": ""standard"", ""amount"": 57.23, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T03:02:21Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""8"", ""type"": ""standard"", ""amount"": 56.64, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T03:02:21Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 56.05, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-30T03:02:21Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.527Z
MLB7111708294,VTK005799,active,,61.1,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""15"", ""type"": ""standard"", ""amount"": 75.5, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:55:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""16"", ""type"": ""standard"", ""amount"": 74.72, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:55:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 73.94, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:55:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.686Z
MLB4773127139,VTK009675,active,ml:MLB4773127139:MLB6978727784,58.14,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""7"", ""type"": ""standard"", ""amount"": 67.77, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-06-23T13:23:35Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""8"", ""type"": ""standard"", ""amount"": 67.08, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-06-23T13:23:35Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 66.38, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-06-23T13:23:35Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.685Z
MLB7111661784,VTK012202,active,,74.85,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""12"", ""type"": ""standard"", ""amount"": 76.53, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:15:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 75.74, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:15:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""14"", ""type"": ""standard"", ""amount"": 74.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-24T03:15:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.687Z
MLB7111708522,VTK012722,active,,62.3,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""4"", ""type"": ""standard"", ""amount"": 64.99, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T14:38:32Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 64.32, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T14:38:32Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""6"", ""type"": ""standard"", ""amount"": 63.65, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-23T14:38:32Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.689Z
MLB7149333170,VTK012309,active,,46.31,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""18"", ""type"": ""standard"", ""amount"": 63.47, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T18:31:36Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""19"", ""type"": ""standard"", ""amount"": 62.81, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T18:31:36Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""20"", ""type"": ""standard"", ""amount"": 62.16, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T18:31:36Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.850Z
MLB7111709552,VTK000086,active,,60.17,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""8"", ""type"": ""standard"", ""amount"": 73.1, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T17:53:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 72.35, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T17:53:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""10"", ""type"": ""standard"", ""amount"": 71.59, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-07T17:53:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.847Z
MLB7111708240,VTK012498,active,ml:MLB4880563055:MLB7111708240,59,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 86.82, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:02Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 85.92, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:02Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 85.03, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-10T19:45:02Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.845Z
MLB4903792585,VTK015996,active,item:MLB4903792585,114.63,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""15"", ""type"": ""standard"", ""amount"": 97.22, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T00:34:10Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""16"", ""type"": ""standard"", ""amount"": 96.22, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T00:34:10Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 95.22, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T00:34:10Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:43.858Z
MLB7184713212,VTK016158,active,item:MLB7184713212,103.83,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""234"", ""type"": ""standard"", ""amount"": 100.72, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-31T04:03:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""235"", ""type"": ""standard"", ""amount"": 99.68, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-31T04:03:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""236"", ""type"": ""standard"", ""amount"": 98.64, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-31T04:03:22Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:44.022Z
MLB7111661804,VTK003675,active,item:MLB7111661804,89.5,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""16"", ""type"": ""standard"", ""amount"": 86.82, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:56:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 85.92, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:56:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""18"", ""type"": ""standard"", ""amount"": 85.03, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-27T14:56:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:12:44.022Z
