ml_item_id,sku,status,pricing_group_id,preco_unitario,acao,faixas_json,observado_em
MLB7285975146,VTK017363,active,ml:MLB7285975146:MLB7330396476,53.52,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""15"", ""type"": ""standard"", ""amount"": 51.91, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T01:55:10Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""16"", ""type"": ""standard"", ""amount"": 51.38, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T01:55:10Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""17"", ""type"": ""standard"", ""amount"": 50.84, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-08-06T01:55:10Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.501Z
MLB7285954730,VTK018773,active,ml:MLB4971945063:MLB7285954730,152.53,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 147.95, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T22:38:31Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 146.43, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T22:38:31Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 144.9, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T22:38:31Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.499Z
MLB7285954282,VTK018376,active,,48.56,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 65.56, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T22:37:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 64.89, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T22:37:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 64.21, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T22:37:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.500Z
MLB7285952348,VTK018198,active,item:MLB7285952348,240,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""8"", ""type"": ""standard"", ""amount"": 232.8, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T01:59:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 230.4, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T01:59:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""10"", ""type"": ""standard"", ""amount"": 228, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T01:59:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.666Z
MLB7285950578,VTK018150,active,ml:MLB4971945209:MLB7285950578,330,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""7"", ""type"": ""standard"", ""amount"": 320.1, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T01:47:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""8"", ""type"": ""standard"", ""amount"": 316.8, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T01:47:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""9"", ""type"": ""standard"", ""amount"": 313.5, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T01:47:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.663Z
MLB7285499326,VTK018513,active,,101.72,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 104.47, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T20:01:53Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 103.39, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T20:01:53Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 102.32, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T20:01:53Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.805Z
MLB7285498824,VTK018703,active,item:MLB7285498824,1099,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""11"", ""type"": ""standard"", ""amount"": 1066.03, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T04:59:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""12"", ""type"": ""standard"", ""amount"": 1055.04, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T04:59:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""13"", ""type"": ""standard"", ""amount"": 1044.05, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-04T04:59:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.815Z
MLB7285487582,VTK018171,active,,134.52,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""3"", ""type"": ""standard"", ""amount"": 148.18, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T20:02:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""4"", ""type"": ""standard"", ""amount"": 146.65, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T20:02:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""5"", ""type"": ""standard"", ""amount"": 145.12, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-07-29T20:02:40Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.974Z
MLB4967208843,VTK025275,active,item:MLB4967208843,912.38,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""526"", ""type"": ""standard"", ""amount"": 885.01, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:30Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""527"", ""type"": ""standard"", ""amount"": 875.88, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:30Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""528"", ""type"": ""standard"", ""amount"": 866.76, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:30Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.978Z
MLB4967205255,VTK025269,active,item:MLB4967205255,934.97,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""525"", ""type"": ""standard"", ""amount"": 906.92, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""526"", ""type"": ""standard"", ""amount"": 897.57, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""527"", ""type"": ""standard"", ""amount"": 888.22, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:39Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.972Z
MLB4967203649,VTK025267,active,item:MLB4967203649,643.86,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""520"", ""type"": ""standard"", ""amount"": 624.54, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:47:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""521"", ""type"": ""standard"", ""amount"": 618.11, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:47:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""522"", ""type"": ""standard"", ""amount"": 611.67, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:47:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:21.980Z
MLB4967201979,VTK025264,active,item:MLB4967201979,697.49,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""604"", ""type"": ""standard"", ""amount"": 676.57, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:18Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""605"", ""type"": ""standard"", ""amount"": 669.59, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:18Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""606"", ""type"": ""standard"", ""amount"": 662.62, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:18Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.144Z
MLB4967194711,VTK025273,active,item:MLB4967194711,950.48,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""535"", ""type"": ""standard"", ""amount"": 921.97, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:41:07Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""536"", ""type"": ""standard"", ""amount"": 912.46, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:41:07Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""537"", ""type"": ""standard"", ""amount"": 902.96, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:41:07Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.147Z
MLB4967194049,VTK025272,active,item:MLB4967194049,965.16,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""312"", ""type"": ""standard"", ""amount"": 936.21, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:27Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""313"", ""type"": ""standard"", ""amount"": 926.55, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:27Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""314"", ""type"": ""standard"", ""amount"": 916.9, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:27Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.155Z
MLB4967188495,VTK025262,active,item:MLB4967188495,784.18,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""508"", ""type"": ""standard"", ""amount"": 760.65, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:36Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""509"", ""type"": ""standard"", ""amount"": 752.81, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:36Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""510"", ""type"": ""standard"", ""amount"": 744.97, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:36Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.148Z
MLB4967188037,VTK025261,active,ml:MLB4967188037:MLB7313983026,605.71,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""324"", ""type"": ""standard"", ""amount"": 587.54, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""325"", ""type"": ""standard"", ""amount"": 581.48, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""326"", ""type"": ""standard"", ""amount"": 575.42, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:20Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.368Z
MLB4967187517,VTK025260,active,item:MLB4967187517,572.82,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""508"", ""type"": ""standard"", ""amount"": 555.64, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:29Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""509"", ""type"": ""standard"", ""amount"": 549.91, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:29Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""510"", ""type"": ""standard"", ""amount"": 544.18, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:53:29Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.364Z
MLB4967187107,VTK025259,active,item:MLB4967187107,563.53,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""324"", ""type"": ""standard"", ""amount"": 546.62, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""325"", ""type"": ""standard"", ""amount"": 540.99, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""326"", ""type"": ""standard"", ""amount"": 535.35, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:37Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.362Z
MLB4967186763,VTK025258,active,ml:MLB4967186763:MLB7381240362,596.08,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""544"", ""type"": ""standard"", ""amount"": 578.2, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:41:11Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""545"", ""type"": ""standard"", ""amount"": 572.24, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:41:11Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""546"", ""type"": ""standard"", ""amount"": 566.28, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:41:11Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.367Z
MLB4967185851,VTK025255,active,item:MLB4967185851,595.62,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""526"", ""type"": ""standard"", ""amount"": 577.75, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""527"", ""type"": ""standard"", ""amount"": 571.8, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""528"", ""type"": ""standard"", ""amount"": 565.84, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:41Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.529Z
MLB4967171103,VTK025274,active,item:MLB4967171103,890.01,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""318"", ""type"": ""standard"", ""amount"": 863.31, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""319"", ""type"": ""standard"", ""amount"": 854.41, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""320"", ""type"": ""standard"", ""amount"": 845.51, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:34Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.529Z
MLB4967168963,VTK025270,active,item:MLB4967168963,566.05,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""516"", ""type"": ""standard"", ""amount"": 549.07, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:50:48Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""517"", ""type"": ""standard"", ""amount"": 543.41, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:50:48Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""518"", ""type"": ""standard"", ""amount"": 537.75, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:50:48Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.529Z
MLB4967167529,VTK025268,active,item:MLB4967167529,683.08,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""532"", ""type"": ""standard"", ""amount"": 662.59, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:33Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""533"", ""type"": ""standard"", ""amount"": 655.76, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:33Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""534"", ""type"": ""standard"", ""amount"": 648.93, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:33Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.533Z
MLB4967165957,VTK025266,active,item:MLB4967165957,977.72,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""520"", ""type"": ""standard"", ""amount"": 948.39, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:24Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""521"", ""type"": ""standard"", ""amount"": 938.61, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:24Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""522"", ""type"": ""standard"", ""amount"": 928.83, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:44:24Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.690Z
MLB4967165587,VTK025265,active,item:MLB4967165587,757.09,REMOVER_APOS_AUTORIZACAO,"[{""id"": ""518"", ""type"": ""standard"", ""amount"": 734.38, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:50:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 3}}, {""id"": ""519"", ""type"": ""standard"", ""amount"": 726.81, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:50:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 5}}, {""id"": ""520"", ""type"": ""standard"", ""amount"": 719.24, ""regular_amount"": null, ""currency_id"": ""BRL"", ""last_updated"": ""2026-09-05T14:50:04Z"", ""conditions"": {""context_restrictions"": [""channel_marketplace"", ""user_type_business""], ""start_time"": null, ""end_time"": null, ""min_purchase_unit"": 10}}]",2026-09-06T03:13:22.696Z
